hostelid,name,type,address1,address2,tel,homepage,checktime,petinfo,placeinfo,rating,review,theme,themenum,firstimage,latitude,longitude
657,무릉차경,민박,제주 서귀포시 대정읍 무릉인향로14번길 4,무릉리 356-1,010-3462-1446,https://www.instagram.com/mureung21,입실 16:00 퇴실 11:00,,,0.0,147,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220810_262%2F16600930652822LU5p_JPEG%2FAHN_6752_.jpg,33.2772756581702,126.245042738261
658,갈매기둥지,민박,제주 제주시 조천읍 조함해안로 514 2층 갈매기둥지,함덕리 1004-17,0507-1439-0035,https://blog.naver.com/sandman6179,입실 16:00 퇴실 11:00,,,4.64,259,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220414_77%2F1649896507322RSjxb_JPEG%2FIMG_20220414_002738_790.jpg,33.5425072851978,126.667663056566
659,그리고세화 해변점,민박,제주 제주시 구좌읍 해맞이해안로 1460,세화리 1477-15,0507-1409-5172,https://blog.naver.com/satyr334,입실 15:00 퇴실 10:00,,,4.67,661,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221121_221%2F1669017875279Tu3Rp_JPEG%2FKakaoTalk_20221121_163359009.jpg,33.5243369517203,126.86133793501
660,제주민박 탐탐56,민박,제주 제주시 구좌읍 상하도길 56,상도리 436,010-3630-4802,https://blog.naver.com/tamtam56,미제공,,,0.0,168,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220925_159%2F1664087175453nXRKQ_JPEG%2F%25BF%25DC%25B0%25FC_2.jpg,33.5157082000096,126.866439540574
661,하도1558,민박,"제주 제주시 구좌읍 해맞이해안로 1558 가동,나동",하도리 3126,010-4474-1943,미제공,미제공,,,0.0,53,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230210_100%2F1676032318133WzAuc_JPEG%2FKakaoTalk_20230201_122057294_11.jpg,33.5283180821804,126.870094948272
662,다랑들락,민박,제주 제주시 구좌읍 종달로3길 33-17,종달리 986,0507-1353-1223,https://blog.naver.com/jejudarang,미제공,,,0.0,74,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221221_54%2F1671579705956HwRWI_JPEG%2FKakaoTalk_Photo_2022-12-16-13-44-25.jpeg,33.4954625640009,126.900960007015
663,수수민박 guesthouse,민박,제주 서귀포시 색달로81번길 61,색달동 2036,0507-1320-7534,https://blog.naver.com/ononnn,미제공,,,4.78,1024,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190623_104%2F1561271402158JXyAJ_JPEG%2Fh8QhMyGLWRgNo97qL8HeDAag.jpeg.jpg,33.2616622718436,126.405685362949
664,달리펜션,민박,제주 제주시 구좌읍 행원로1길 32-1 Jeju Dali,행원리 1537-19,0507-1374-1321,https://blog.naver.com/jejudali,미제공,,,4.74,315,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221130_9%2F1669794250873lLqP2_JPEG%2FKakaoTalk_20210115_193900774_02_%25282%2529.jpg,33.554976428806,126.800104746196
665,서광채,민박,제주 제주시 우도면 우목길 82,연평리 2401-3,0507-1304-7392,https://www.instagram.com/udo_seogwang,입실 15:00 퇴실 11:00,,,0.0,15,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230724_186%2F1690192640091IOGRj_JPEG%2FKakaoTalk_20230724_183501442_03.jpg,33.5096410126967,126.9463291421
666,동명차경,민박,제주 제주시 한림읍 명월성로 52,동명리 1944-2,010-5095-1352,미제공,미제공,,,5.0,199,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210502_60%2F1619882555659HzNa0_JPEG%2FsgDrc1ol7PnhJk8DM00d3jLx.jpg,33.4045112243178,126.263712391097
667,버닝레스트팬션 민박,펜션,제주 제주시 애월읍 애월해안로 852,하귀2리 2837-7,0507-1319-6937,https://blog.naver.com/oheunmee6937,미제공,,,4.81,325,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190730_9%2F15644807663321Fx1z_JPEG%2FNkfQl_4gnReHPwDWQFht-dX9.jpg,33.4886019386899,126.388888078314
668,풀벗아그리투리스모,민박,제주 제주시 한림읍 협재2길 93-14,협재리 2169-1,010-3495-1032,https://blog.naver.com/echofarm,미제공,,,4.76,285,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200330_206%2F1585562523259mV4Li_JPEG%2FDSC01148_%25BB%25E7%25BA%25BB.jpg,33.3873808926543,126.246403607339
669,하도리동동동,민박,제주 제주시 구좌읍 하도7길 16-5,하도리 1247,010-9931-5349,https://blog.naver.com/hadori5349,입실 16:00 퇴실 11:00,,,0.0,124,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210802_111%2F1627897978398qwABj_JPEG%2Frq0kolhuy2ztR9qETwvM7_8_.jpg,33.515889409486,126.886400588811
670,구두점,민박,제주 제주시 조천읍 신촌서5길 122-1 1층,신촌리 2401-6,0507-1338-5329,https://www.instagram.com/stay_goodoojeom,미제공,,,0.0,62,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230619_252%2F1687185659696SyJg7_JPEG%2FIMG_1486.jpeg,33.5373954626469,126.613901254354
671,만희민박,민박,제주 제주시 구좌읍 해맞이해안로 1112,평대리 2033-1,010-7129-7533,http://www.man-hee.com,미제공,,,0.0,90,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230202_44%2F1675302400176fuDop_JPEG%2FIMG_0107.JPG,33.5373543482504,126.837481617259
672,노루하루 민박,민박,제주 제주시 구좌읍 남지기길 19-44,행원리 2734-3,0507-1498-8965,https://hautrip.com/noruharu,미제공,,,0.0,46,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221128_30%2F1669562209339Ix7WO_JPEG%2FKakaoTalk_20221128_001526174.jpg,33.5317533293293,126.789192300899
673,꽃신 민박,민박,제주 제주시 한경면 용금로 552-3,저지리 1312-5,010-3829-5836,미제공,입실 16:00 퇴실 11:00,,,4.68,451,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170726_138%2F15010339288994FDYt_JPEG%2F186676508228687_0.jpeg,33.3371862026158,126.239052767165
674,어반트리펜션,민박,제주 제주시 애월읍 애월로 29,애월리 2481-3,0507-1302-0578,http://jejuurbantree.modoo.at,입실 16:00 퇴실 11:00,,,4.57,298,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171220_120%2F1513757128082x6TS5_JPEG%2FNT6EcKTbVA5IDF0S7zU8G2tF.jpg,33.4615504086546,126.311871856243
675,유우스테이,민박,제주 제주시 구좌읍 김녕로17길 30,김녕리 1267-8,0507-1309-8692,https://blog.naver.com/yuwoo_stay,미제공,,,4.93,206,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190511_186%2F1557528596496TyBHs_JPEG%2F57198867_425726054922310_6691791265754481962_n.jpg,33.5578268021853,126.754350551886
676,전원민박,민박,제주 제주시 우도면 우목길 104,연평리 2393,0507-1420-0411,미제공,미제공,,,4.81,470,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_54%2F1441070917517p4Dfp_JPEG%2F17041678_0.jpg,33.5096628659221,126.94396334761
677,제주잔잔,민박,제주 서귀포시 칠십리로485번길 15-17,보목동 677,064-762-1517,https://blog.naver.com/jejujanjan,미제공,,,4.82,412,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20230724_256%2F16901816862874fOyS_JPEG%2Fimage.jpg,33.2426093329072,126.60095245159
678,무공간,민박,제주 제주시 구좌읍 월정7길 28-7,월정리 50,010-2217-0324,https://blog.naver.com/onzk1,미제공,,,0.0,83,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221117_4%2F1668661259626qdoIX_JPEG%2F07.jpeg,33.5541477640929,126.79732616318
679,라만차,민박,제주 제주시 한림읍 금능6길 16-5,금능리 1466,0507-1428-9030,http://lamancha1.modoo.at,입실 16:00 퇴실 11:00,,,4.75,1002,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230427_83%2F1682598174055gSUxL_JPEG%2FIMG_2321.jpeg,33.3886364893094,126.231866623524
680,어쩌다영락,민박,제주 서귀포시 대정읍 영락중동로 4-5,영락리 1286-6,010-9550-1152,미제공,미제공,,,4.91,278,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20220818_83%2F1660802141139IvrYT_JPEG%2FDSC01865.jpg,33.2575344160595,126.210771004308
681,유월그리고열두마루,민박,제주 제주시 구좌읍 한동로1길 38,한동리 982,0507-1364-1167,https://blog.naver.com/june___haru,미제공,,,5.0,406,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221017_107%2F16659860999710jS40_JPEG%2F%25C1%25A6%25C1%25D6%25C0%25AF%25BF%25F9%25B5%25B6%25C3%25A4%25B9%25CE%25B9%25DA-2.JPG,33.5357042010073,126.825394210266
682,클라우드 애월,민박,제주 제주시 애월읍 중엄3길 36-2 클라우드 애월,신엄리 909,0507-1372-4780,http://www.instagram.com/cloudaewol,미제공,,,0.0,237,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230406_125%2F1680749541759OLKXA_JPEG%2F1680740378047.jpg,33.4769035097829,126.3724545629
683,한담길스테이,민박,제주 제주시 애월읍 애월로 92,애월리 2071-3,010-3237-3767,https://blog.naver.com/handamgil,미제공,,,4.76,236,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190418_244%2F1555564278517VDyY9_JPEG%2F72h6lw6TyuIErodXHld3wW4p.jpg,33.4644756654119,126.317101255534
684,머무르다,민박,제주 제주시 애월읍 금성1길 29-1,금성리 567,0507-1336-8038,http://jungdamhouse.com/,입실 15:00 퇴실 11:00,,,4.55,138,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200926_297%2F1601119269879CnH11_JPEG%2FiLgRD89wkluR3DDDc8G_8mSg.jpeg.jpg,33.4469313589667,126.29977311576
685,제주의시간은느리다,민박,제주 제주시 구좌읍 상도로 30-4 제주의시간은느리다,상도리 631,010-5023-0350,https://blog.naver.com/boksungyi,미제공,,,4.9,622,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190819_184%2F1566176768932pqWIH_JPEG%2F34LRW9UAmjNQrnFrQzoxoSxF.jpg,33.5120273201218,126.864198608451
686,도록도록,민박,제주 제주시 구좌읍 종달논길 78,종달리 749,0507-1312-5133,https://www.instagram.com/_dorok_dorok/,미제공,,,0.0,88,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230519_79%2F1684489297657NM1SM_JPEG%2FIMG_2953.jpeg,33.4902984655976,126.899979691287
687,스테이 안,민박,제주 서귀포시 표선면 민속해안로 633-9 1층,표선리 40-29,0507-1352-1428,https://blog.naver.com/stay_an,입실 16:00 퇴실 11:00,,,0.0,21,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20230623_201%2F1687522753896TQqx6_JPEG%2FKakaoTalk_20230623_205246792_05.jpg,33.3247358964757,126.838395722974
688,제주야자원,민박,제주 서귀포시 표선면 풍천로273번길 143-13,하천리 1385-4,064-787-7112,https://www.instagram.com/yajawon0917,미제공,,,4.45,232,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200708_188%2F1594217692028BikUQ_JPEG%2F%25C5%25A9%25B1%25E2%25BA%25AF%25C8%25AF6.JPG,33.3608752635148,126.824541107511
689,스테이온룸,민박,제주 제주시 한림읍 명월성로 137-19,동명리 2209-1,0507-1402-1025,https://blog.naver.com/stayownroom,미제공,,,4.84,154,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210519_167%2F1621432853814OiCA8_JPEG%2FPgyicqCrIblRCXxvzf7zs3nH.jpeg.jpg,33.3963544562967,126.264427063342
690,소랑,민박,제주 제주시 우도면 우도해안길 346 2층,연평리 2396-3,0507-1387-0642,미제공,입실 15:00 퇴실 11:00,,,0.0,28,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230722_270%2F1690031484264J4lp2_JPEG%2FKakaoTalk_20230722_174508198_16.jpg,33.5091616029836,126.943826660471
691,스테이 얼타,민박,제주 제주시 구좌읍 면수1길 29 스테이얼타,하도리 3205-1,0507-1353-2936,https://www.instagram.com/stayulta,미제공,,,0.0,144,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220104_143%2F1641290690497XwbpB_JPEG%2FKakaoTalk_20220104_170530946_02.jpg,33.523942913605,126.864479675123
692,조천 늦장,민박,제주 제주시 조천읍 조천9길 24-7 조천늦장,조천리 2513,0507-1437-8936,https://blog.naver.com/sgh21199,미제공,,,0.0,60,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20230828_224%2F1693195180354jwjPX_JPEG%2F%25C1%25B6%25C3%25B5%25B4%25CA%25C0%25E5_%25B0%25A1%25C0%25BB%25C0%25CC%25BA%25A5%25C6%25AE.jpg,33.5382171323143,126.637913435984
693,월정그곳,민박,제주 제주시 구좌읍 월정1길 46-14,월정리 455-1,0507-1353-3386,https://www.instagram.com/there_woljeong/?igshid=OGQ5ZDc2ODk2ZA%3D%3D,입실 16:00 퇴실 11:00,,,4.89,66,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201214_140%2F1607918314706t5JxJ_PNG%2FEQTe59ZNtTXzAMTHzK3yd5kW.png,33.5550667760154,126.792869325744
694,Hotel낙천주의자들,민박,제주 제주시 구좌읍 세화7길 28,세화리 1383,0507-1446-4123,https://blog.naver.com/muscle299,미제공,,,4.68,210,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181231_70%2F1546183481362N6J9L_JPEG%2FKakaoTalk_20181231_001705463.jpg,33.523162781233,126.860359808079
695,스테이제주이음,민박,제주 서귀포시 표선면 하천로 37,하천리 476-3,0507-1484-1511,https://blog.naver.com/stayjejueum_,입실 16:00 퇴실 11:00,,,0.0,7,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230718_34%2F1689613657284ys3Eu_JPEG%2F%25C0%25A5_%25C4%25B8%25C3%25B3_13-3-2023_165933_.jpeg,33.3450665789017,126.842382868929
696,제월연가,민박,제주 제주시 애월읍 애납로 34,애월리 1043-6,010-2649-3852,https://www.instagram.com/jewolyunga/,미제공,,,0.0,23,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230903_76%2F1693727231645DFbbh_JPEG%2F20230901_155219.jpg,33.4509010716948,126.326752017644
697,공공연,민박,제주 제주시 한경면 용수2길 25 공공연,용수리 4304-3,010-4762-1044,https://pf.kakao.com/_xjkrCs,미제공,,,0.0,80,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220704_31%2F1656894460159NjI0q_JPEG%2FAHN_0703_copy.jpg,33.323071284462,126.168434245273
698,평대리1996,민박,제주 제주시 구좌읍 평대5길 43,평대리 1996,010-7585-4033,https://www.instagram.com/ceciyoonja/,미제공,,,4.86,209,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200619_298%2F1592576458324y6CHv_JPEG%2Fusd_T8oR0nly98biSKsrhz8K.jpg,33.5325808098158,126.842059068534
699,바르스테이,민박,제주 제주시 한림읍 협재1길 37,협재리 1681-1,0507-1318-6536,https://www.instagram.com/barr_stay,미제공,,,4.84,106,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210130_61%2F1611990961852HrIT3_JPEG%2FDu3Wfa6c__lH-lfS4AiIN_WV.jpeg.jpg,33.3984624062412,126.243675811556
700,스테이 프롬제이,민박,제주 제주시 조천읍 신흥로 42,신흥리 107-3,010-2580-0927,http://fromjay.co.kr/,미제공,,,4.85,313,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210611_98%2F1623392290131N0eQf_JPEG%2F52577909_390262928430640_1248777092747794704_n.jpg,33.5471547723447,126.652155473465
701,송당미학,민박,제주 제주시 구좌읍 송당서길 47-1,송당리 1862,010-5643-1221,https://blog.naver.com/songdangmihak,미제공,,,0.0,84,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230921_280%2F1695300660174RHthP_JPEG%2F20230915_152520_%25282%2529.jpg,33.467097181539,126.769824111934
702,휴일기록,민박,제주 서귀포시 성산읍 시흥하동로50번길 15,시흥리 12-41,0507-1367-5096,https://www.instagram.com/holiday__record,입실 16:00 퇴실 11:00,,,0.0,13,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230629_56%2F1688043506399Fgrr7_JPEG%2F%25C8%25DE%25C0%25CF%25B1%25E2%25B7%25CF-.jpg,33.4742368354487,126.906855590791
703,까만돌멩이,민박,제주 제주시 구좌읍 계룡길 32,한동리 10-29,010-4908-2855,https://www.instagram.com/blackstone10_29,미제공,,,4.97,557,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201012_60%2F1602428418203gcaHN_JPEG%2F1BE8A568-4E9A-44AE-9753-836054B61828.JPG,33.5387328684722,126.835552492284
704,봉주르제주,민박,제주 서귀포시 남원읍 중산간동로7165번길 21,신례리 715-3,0507-1376-6612,https://blog.naver.com/bonjour_jeju,미제공,,,0.0,59,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220331_299%2F1648654839340SbPen_JPEG%2Fimage.jpg,33.2818192973498,126.628337079324
705,제주도작은집,민박,제주 서귀포시 남원읍 남한로153번길 42 나동,남원리 1081-2,010-2370-0272,https://blog.naver.com/northeast03,미제공,,,0.0,123,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161215_297%2F1481732627370jMU4L_JPEG%2F177165415363986_17.jpeg,33.2881772649945,126.709259272731
706,소소한하루,민박,제주 제주시 구좌읍 월정7길 28-14,월정리 44,0507-1362-4550,https://blog.naver.com/xogotkfkd,미제공,,,0.0,69,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220530_235%2F1653915602136YQI9o_JPEG%2F1653915054897-0.jpg,33.5540529995767,126.797873415244
707,정원집,민박,제주 서귀포시 남원읍 한신로531번길 15,신흥리 1767-1,0507-1330-5580,https://www.instagram.com/garden_stay15,미제공,,,0.0,10,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20230702_106%2F16882261206926GIQ7_JPEG%2FKakaoTalk_20230702_002545565_05.jpg,33.3198941932305,126.744483895339
708,바다그리기,펜션,제주 제주시 한림읍 옹포2길 16,협재리 1386,064-796-6840,http://seagreegy.com/,미제공,,,4.63,148,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160318_211%2F1458292942085faHT8_JPEG%2F__1.jpg,33.399577490577,126.2500632435
709,두부스테이,민박,제주 제주시 한림읍 협재10길 14,협재리 1571,010-2645-8008,https://www.instagram.com/dubustay.jeju,미제공,,,0.0,8,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230423_220%2F16822204034036hAQ7_JPEG%2FKakaoTalk_20220226_122641515_10.jpg,33.3978513451543,126.247136051237
710,임진고택,민박,제주 제주시 구좌읍 상도로 16-13,상도리 611,010-7101-7985,https://booking.naver.com/,미제공,,,0.0,57,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20230330_122%2F1680137407848p2NVt_JPEG%2F115792284_336132824067996_6195590109031542492_n.jpg,33.5132704635115,126.863474127259
711,김녕 소요유,민박,제주 제주시 구좌읍 김녕로18길 47-2 소요유,김녕리 1132-8,010-6695-5213,https://blog.naver.com/soyoyu_jeju,미제공,,,0.0,53,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221127_205%2F1669528559668E2XG6_JPEG%2FKakaoTalk_20221127_144721999.jpg,33.5526061872596,126.7530211426
712,클로버비앤비,민박,제주 서귀포시 성산읍 시흥상동로 109,시흥리 1082,0507-1418-3401,미제공,미제공,,,4.96,466,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220402_78%2F16488260767036MXRq_JPEG%2F20220220_174050.jpg,33.4781845198765,126.895861855468
713,삼성재,민박,제주 제주시 월랑로12길 25-6,노형동 1037-14,0507-1318-8786,https://samsungjae.wixsite.com/samsungjae,미제공,,,4.94,366,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20220929_267%2F16644527508564yNqI_JPEG%2F%25BB%25EF%25BC%25BA%25C0%25E7_%25C0%25FC%25B0%25E6_%252829%2529.jpg,33.4913478481512,126.477284297384
714,주월담,민박,제주 제주시 한림읍 월계로 144-2,명월리 2040-1,0507-1338-3780,https://www.juwoldam.com/HOME,입실 16:00 퇴실 11:00,,,0.0,49,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230307_5%2F167819202463205DaW_JPEG%2F00.jpg,33.3938711239335,126.261907754359
715,메종드메이,민박,제주 제주시 구좌읍 한동북1길 34-1,한동리 1327-1,010-3617-1521,http://maisondemei.com/,입실 16:00 퇴실 10:30,,,4.61,151,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_267%2F144104687391918QWs_JPEG%2F157175616436622_0.jpeg,33.5412987802809,126.828873648635
716,다람쥐민박,민박,제주 제주시 조천읍 함덕14길 20-2 다람쥐민박,함덕리 1355-1,010-8392-1020,https://blog.naver.com/mokhyang4,입실 16:00 퇴실 10:30,,,4.85,186,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181231_159%2F1546221228484woheG_JPEG%2FWMWdtwM1Ix2JdodfFpojoxXf.jpg,33.5405318151891,126.665389820767
717,라임오렌지빌,민박,제주 서귀포시 칠십리로 332 라임오렌지민박,토평동 416,064-767-3888,http://www.limevil.co.kr/,미제공,,,4.27,446,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_192%2F1440988694153RN2Jy_JPEG%2F10996919_0.jpg,33.2462219669387,126.586941959437
718,섬이라니좋잖아요,민박,제주 서귀포시 표선면 성읍민속로 149,성읍리 652-2,0507-1381-5054,https://www.instagram.com/jeju_avolta,입실 15:00 퇴실 11:00,,,0.0,12,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230104_11%2F167280116214029HJN_JPEG%2F_DSC4702.jpg,33.3900885195608,126.797494049835
719,달빛고운펜션,민박,제주 제주시 구좌읍 월정7길 52-1,월정리 2-1,010-5053-5356,미제공,미제공,,,4.49,350,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201216_74%2F16081237126357K39o_JPEG%2Fimage.jpg,33.5553480833192,126.796408362137
720,제주의사계,민박,제주 서귀포시 안덕면 사계남로 10-6,사계리 3443,010-5777-7111,미제공,입실 16:00 퇴실 11:00,,,4.83,207,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180424_282%2F1524544032612N0Efh_JPEG%2FIMG_7995.JPG,33.2296773534372,126.292606358673
721,"모슬민박, 금오름이 보이는 돌집",민박,제주 제주시 한림읍 금악남1길 50 1층,금악리 2031-6,0507-1368-3715,미제공,입실 16:00 퇴실 11:00,,,0.0,21,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230823_118%2F1692787392172BMWC4_JPEG%2F1A2187A0-10D7-40D0-85B4-DCC944B19A61.jpeg,33.3607699675071,126.29826122304
